order_id,customer_id,store_id,order_date,order_status,payment_method,order_total,created_timestamp,updated_timestamp
50043,4143,43,2026-06-25,Delivered,UPI,6973.21,2026-06-24 22:55:37.652656,2026-06-24 22:55:37.652656
50044,3488,46,2026-06-25,Delivered,UPI,14673.68,2026-06-24 22:55:37.652659,2026-06-24 22:55:37.652659
50045,4364,5,2026-06-25,Delivered,UPI,13415.84,2026-06-24 22:55:37.652663,2026-06-24 22:55:37.652663
50046,2680,27,2026-06-25,Delivered,UPI,14905.09,2026-06-24 22:55:37.652666,2026-06-24 22:55:37.652666
50047,3111,23,2026-06-25,Processing,Debit Card,8249.29,2026-06-24 22:55:37.652670,2026-06-24 22:55:37.652670
50048,3856,14,2026-06-25,Delivered,UPI,8964.44,2026-06-24 22:55:37.652674,2026-06-24 22:55:37.652674
50049,2226,39,2026-06-25,Delivered,Credit Card,842.46,2026-06-24 22:55:37.652677,2026-06-24 22:55:37.652677
50050,1683,37,2026-06-25,Delivered,UPI,622.59,2026-06-24 22:55:37.652681,2026-06-24 22:55:37.652681
50051,1522,35,2026-06-25,Delivered,Debit Card,5868.85,2026-06-24 22:55:37.652684,2026-06-24 22:55:37.652684
50052,1113,18,2026-06-25,Shipped,Debit Card,4011.19,2026-06-24 22:55:37.652688,2026-06-24 22:55:37.652688
50053,3011,26,2026-06-25,Delivered,Debit Card,11158.01,2026-06-24 22:55:37.652691,2026-06-24 22:55:37.652691
50054,2786,18,2026-06-25,Delivered,UPI,8371.31,2026-06-24 22:55:37.652695,2026-06-24 22:55:37.652695
50055,3019,24,2026-06-25,Delivered,Net Banking,1728.67,2026-06-24 22:55:37.652698,2026-06-24 22:55:37.652698
50056,770,10,2026-06-25,Delivered,UPI,9419.75,2026-06-24 22:55:37.652702,2026-06-24 22:55:37.652702
50057,593,47,2026-06-25,Delivered,UPI,1104.63,2026-06-24 22:55:37.652707,2026-06-24 22:55:37.652707
50058,4314,5,2026-06-25,Delivered,UPI,1907.21,2026-06-24 22:55:37.652710,2026-06-24 22:55:37.652710
50059,4078,21,2026-06-25,Delivered,UPI,14764.66,2026-06-24 22:55:37.652714,2026-06-24 22:55:37.652714
50060,4855,32,2026-06-25,Delivered,Credit Card,6477.29,2026-06-24 22:55:37.652717,2026-06-24 22:55:37.652717
50061,3535,20,2026-06-25,Delivered,UPI,6763.03,2026-06-24 22:55:37.652721,2026-06-24 22:55:37.652721
50062,4516,14,2026-06-25,Delivered,Credit Card,9743.94,2026-06-24 22:55:37.652724,2026-06-24 22:55:37.652724
50063,3031,28,2026-06-25,Delivered,Debit Card,4921.68,2026-06-24 22:55:37.652728,2026-06-24 22:55:37.652728
50064,459,41,2026-06-25,Cancelled,UPI,9247.93,2026-06-24 22:55:37.652732,2026-06-24 22:55:37.652732
50065,1109,13,2026-06-25,Shipped,Credit Card,3235.36,2026-06-24 22:55:37.652735,2026-06-24 22:55:37.652735
50066,4956,35,2026-06-25,Delivered,Debit Card,4144.52,2026-06-24 22:55:37.652740,2026-06-24 22:55:37.652740
50067,2414,25,2026-06-25,Delivered,UPI,626.81,2026-06-24 22:55:37.652744,2026-06-24 22:55:37.652744
50068,1058,17,2026-06-25,Shipped,UPI,6477.7,2026-06-24 22:55:37.652747,2026-06-24 22:55:37.652747
50069,8,50,2026-06-25,Processing,Credit Card,14405.46,2026-06-24 22:55:37.652751,2026-06-24 22:55:37.652751
50070,1578,30,2026-06-25,Delivered,UPI,13698.94,2026-06-24 22:55:37.652755,2026-06-24 22:55:37.652755
50071,452,14,2026-06-25,Delivered,Credit Card,6821.41,2026-06-24 22:55:37.652758,2026-06-24 22:55:37.652758
50072,2494,27,2026-06-25,Delivered,Debit Card,6374.22,2026-06-24 22:55:37.652762,2026-06-24 22:55:37.652762
50073,1389,17,2026-06-25,Delivered,Credit Card,5113.82,2026-06-24 22:55:37.652765,2026-06-24 22:55:37.652765
50074,3206,42,2026-06-25,Delivered,UPI,10195.62,2026-06-24 22:55:37.652769,2026-06-24 22:55:37.652769
50075,1620,8,2026-06-25,Delivered,UPI,7702.88,2026-06-24 22:55:37.652773,2026-06-24 22:55:37.652773
50076,786,44,2026-06-25,Delivered,Net Banking,10398.19,2026-06-24 22:55:37.652776,2026-06-24 22:55:37.652776
50077,1990,45,2026-06-25,Delivered,Net Banking,13998.14,2026-06-24 22:55:37.652780,2026-06-24 22:55:37.652780
50078,3736,6,2026-06-25,Delivered,UPI,9603.16,2026-06-24 22:55:37.652785,2026-06-24 22:55:37.652785
50079,4960,37,2026-06-25,Delivered,UPI,5172.2,2026-06-24 22:55:37.652788,2026-06-24 22:55:37.652788
50080,2155,6,2026-06-25,Delivered,Cash,541.44,2026-06-24 22:55:37.652792,2026-06-24 22:55:37.652792
50081,50,30,2026-06-25,Delivered,UPI,11437.4,2026-06-24 22:55:37.652796,2026-06-24 22:55:37.652796
50082,1217,16,2026-06-25,Delivered,UPI,2102.57,2026-06-24 22:55:37.652799,2026-06-24 22:55:37.652799
50083,2110,44,2026-06-25,Delivered,Cash,4535.48,2026-06-24 22:55:37.652802,2026-06-24 22:55:37.652802
50084,1042,8,2026-06-25,Delivered,Debit Card,5625.5,2026-06-24 22:55:37.652806,2026-06-24 22:55:37.652806
50085,3054,8,2026-06-25,Shipped,Debit Card,2723.38,2026-06-24 22:55:37.652810,2026-06-24 22:55:37.652810
50086,3772,6,2026-06-25,Shipped,Credit Card,9627.44,2026-06-24 22:55:37.652813,2026-06-24 22:55:37.652813
50087,4832,14,2026-06-25,Shipped,Debit Card,13997.81,2026-06-24 22:55:37.652816,2026-06-24 22:55:37.652816
50088,2426,14,2026-06-25,Processing,Cash,8255.5,2026-06-24 22:55:37.652820,2026-06-24 22:55:37.652820
50089,2007,10,2026-06-25,Delivered,Credit Card,10162.04,2026-06-24 22:55:37.652823,2026-06-24 22:55:37.652823
50090,2913,24,2026-06-25,Delivered,UPI,13324.09,2026-06-24 22:55:37.652827,2026-06-24 22:55:37.652827
50091,4202,14,2026-06-25,Delivered,UPI,8857.67,2026-06-24 22:55:37.652830,2026-06-24 22:55:37.652830
50092,858,12,2026-06-25,Shipped,UPI,2158.02,2026-06-24 22:55:37.652834,2026-06-24 22:55:37.652834
50093,152,5,2026-06-25,Shipped,UPI,2446.34,2026-06-24 22:55:37.652837,2026-06-24 22:55:37.652837
50094,2958,20,2026-06-25,Delivered,UPI,3700.42,2026-06-24 22:55:37.652842,2026-06-24 22:55:37.652842
50095,3686,27,2026-06-25,Delivered,UPI,13507.56,2026-06-24 22:55:37.652845,2026-06-24 22:55:37.652845
50096,3513,39,2026-06-25,Delivered,Credit Card,14195.42,2026-06-24 22:55:37.652850,2026-06-24 22:55:37.652850
50097,4628,42,2026-06-25,Delivered,UPI,13366.55,2026-06-24 22:55:37.652854,2026-06-24 22:55:37.652854
50098,1656,32,2026-06-25,Delivered,UPI,14931.34,2026-06-24 22:55:37.652858,2026-06-24 22:55:37.652858
50099,1444,20,2026-06-25,Returned,UPI,4557.05,2026-06-24 22:55:37.652861,2026-06-24 22:55:37.652861
50100,15,22,2026-06-25,Processing,Cash,4959.8,2026-06-24 22:55:37.652865,2026-06-24 22:55:37.652865
50101,4058,26,2026-06-25,Delivered,UPI,12552.46,2026-06-24 22:55:37.652869,2026-06-24 22:55:37.652869
50102,685,16,2026-06-25,Delivered,UPI,4146.48,2026-06-24 22:55:37.652872,2026-06-24 22:55:37.652872
50103,4891,13,2026-06-25,Delivered,UPI,12252.14,2026-06-24 22:55:37.652876,2026-06-24 22:55:37.652876
50104,1505,4,2026-06-25,Delivered,UPI,13069.46,2026-06-24 22:55:37.652879,2026-06-24 22:55:37.652879
50105,2229,29,2026-06-25,Delivered,UPI,8022.31,2026-06-24 22:55:37.652883,2026-06-24 22:55:37.652883
50106,1808,29,2026-06-25,Delivered,Debit Card,8522.41,2026-06-24 22:55:37.652886,2026-06-24 22:55:37.652886
50107,3093,7,2026-06-25,Delivered,Debit Card,9879.53,2026-06-24 22:55:37.652890,2026-06-24 22:55:37.652890
50108,3505,42,2026-06-25,Delivered,Credit Card,7587.41,2026-06-24 22:55:37.652893,2026-06-24 22:55:37.652893
50109,3861,11,2026-06-25,Processing,UPI,8707.91,2026-06-24 22:55:37.652896,2026-06-24 22:55:37.652896
50110,3170,35,2026-06-25,Delivered,UPI,6133.18,2026-06-24 22:55:37.652901,2026-06-24 22:55:37.652901
50111,3457,7,2026-06-25,Cancelled,UPI,8984.98,2026-06-24 22:55:37.652905,2026-06-24 22:55:37.652905
50112,1383,29,2026-06-25,Delivered,UPI,5032.7,2026-06-24 22:55:37.652908,2026-06-24 22:55:37.652908
50113,184,20,2026-06-25,Delivered,UPI,13286.78,2026-06-24 22:55:37.652912,2026-06-24 22:55:37.652912
50114,576,8,2026-06-25,Cancelled,UPI,4141.9,2026-06-24 22:55:37.652916,2026-06-24 22:55:37.652916
50115,4964,50,2026-06-25,Shipped,UPI,1981.36,2026-06-24 22:55:37.652919,2026-06-24 22:55:37.652919
50116,412,9,2026-06-25,Delivered,Credit Card,12814.94,2026-06-24 22:55:37.652922,2026-06-24 22:55:37.652922
50117,488,45,2026-06-25,Shipped,UPI,1083.0,2026-06-24 22:55:37.652926,2026-06-24 22:55:37.652926
50118,2854,45,2026-06-25,Delivered,UPI,11799.46,2026-06-24 22:55:37.652929,2026-06-24 22:55:37.652929
50119,4677,42,2026-06-25,Delivered,UPI,4365.76,2026-06-24 22:55:37.652937,2026-06-24 22:55:37.652937
50120,3361,36,2026-06-25,Cancelled,UPI,11843.37,2026-06-24 22:55:37.652940,2026-06-24 22:55:37.652940
50121,4364,38,2026-06-25,Delivered,UPI,14478.56,2026-06-24 22:55:37.652944,2026-06-24 22:55:37.652944
50122,831,7,2026-06-25,Delivered,Debit Card,7905.78,2026-06-24 22:55:37.652947,2026-06-24 22:55:37.652947
50123,2529,14,2026-06-25,Delivered,UPI,10876.31,2026-06-24 22:55:37.652951,2026-06-24 22:55:37.652951
50124,1573,5,2026-06-25,Delivered,Credit Card,11864.35,2026-06-24 22:55:37.652954,2026-06-24 22:55:37.652954
50125,164,21,2026-06-25,Delivered,UPI,4973.5,2026-06-24 22:55:37.652958,2026-06-24 22:55:37.652958
50126,3167,30,2026-06-25,Delivered,Net Banking,4555.37,2026-06-24 22:55:37.652961,2026-06-24 22:55:37.652961
50127,4737,5,2026-06-25,Delivered,Credit Card,1701.83,2026-06-24 22:55:37.652965,2026-06-24 22:55:37.652965
50128,2507,30,2026-06-25,Delivered,UPI,4433.61,2026-06-24 22:55:37.652968,2026-06-24 22:55:37.652968
50129,1788,45,2026-06-25,Delivered,Credit Card,5328.1,2026-06-24 22:55:37.652972,2026-06-24 22:55:37.652972
50130,2475,49,2026-06-25,Shipped,Credit Card,2711.94,2026-06-24 22:55:37.652976,2026-06-24 22:55:37.652976
50131,1914,31,2026-06-25,Delivered,UPI,4350.43,2026-06-24 22:55:37.652979,2026-06-24 22:55:37.652979
50132,1800,45,2026-06-25,Shipped,Credit Card,13475.22,2026-06-24 22:55:37.652983,2026-06-24 22:55:37.652983
50133,4890,20,2026-06-25,Delivered,Debit Card,14757.99,2026-06-24 22:55:37.652987,2026-06-24 22:55:37.652987
50134,3439,34,2026-06-25,Delivered,UPI,1135.58,2026-06-24 22:55:37.652990,2026-06-24 22:55:37.652990
50135,473,26,2026-06-25,Cancelled,Credit Card,13428.03,2026-06-24 22:55:37.652994,2026-06-24 22:55:37.652994
50136,3479,13,2026-06-25,Delivered,Credit Card,8007.87,2026-06-24 22:55:37.652997,2026-06-24 22:55:37.652997
50137,51,2,2026-06-25,Shipped,Credit Card,2564.85,2026-06-24 22:55:37.653001,2026-06-24 22:55:37.653001
50138,3255,6,2026-06-25,Delivered,Net Banking,10780.04,2026-06-24 22:55:37.653005,2026-06-24 22:55:37.653005
50139,3438,25,2026-06-25,Delivered,Debit Card,4984.68,2026-06-24 22:55:37.653008,2026-06-24 22:55:37.653008
50140,1848,31,2026-06-25,Delivered,Credit Card,2427.3,2026-06-24 22:55:37.653011,2026-06-24 22:55:37.653011
50141,1179,15,2026-06-25,Delivered,Net Banking,5433.34,2026-06-24 22:55:37.653015,2026-06-24 22:55:37.653015
50142,3440,30,2026-06-25,Delivered,UPI,14628.55,2026-06-24 22:55:37.653018,2026-06-24 22:55:37.653018
50143,351,19,2026-06-25,Delivered,Debit Card,3340.32,2026-06-24 22:55:37.653022,2026-06-24 22:55:37.653022
50144,4485,15,2026-06-25,Delivered,UPI,6211.63,2026-06-24 22:55:37.653025,2026-06-24 22:55:37.653025
50145,874,20,2026-06-25,Delivered,UPI,5759.84,2026-06-24 22:55:37.653029,2026-06-24 22:55:37.653029
50146,731,16,2026-06-25,Delivered,UPI,10468.83,2026-06-24 22:55:37.653033,2026-06-24 22:55:37.653033
50147,1953,16,2026-06-25,Delivered,Credit Card,6071.44,2026-06-24 22:55:37.653036,2026-06-24 22:55:37.653036
50148,402,42,2026-06-25,Delivered,Cash,12093.07,2026-06-24 22:55:37.653040,2026-06-24 22:55:37.653040
50149,4791,37,2026-06-25,Delivered,UPI,693.61,2026-06-24 22:55:37.653043,2026-06-24 22:55:37.653043
50150,3306,24,2026-06-25,Cancelled,UPI,6455.3,2026-06-24 22:55:37.653048,2026-06-24 22:55:37.653048
50151,3831,35,2026-06-25,Delivered,Net Banking,7294.15,2026-06-24 22:55:37.653051,2026-06-24 22:55:37.653051
50152,2532,38,2026-06-25,Cancelled,UPI,5612.49,2026-06-24 22:55:37.653055,2026-06-24 22:55:37.653055
50153,252,1,2026-06-25,Delivered,UPI,1408.49,2026-06-24 22:55:37.653058,2026-06-24 22:55:37.653058
50154,4854,8,2026-06-25,Shipped,Debit Card,882.43,2026-06-24 22:55:37.653061,2026-06-24 22:55:37.653061
50155,725,28,2026-06-25,Delivered,UPI,7278.4,2026-06-24 22:55:37.653065,2026-06-24 22:55:37.653065
50156,4588,2,2026-06-25,Delivered,UPI,13287.44,2026-06-24 22:55:37.653069,2026-06-24 22:55:37.653069
50157,4802,43,2026-06-25,Shipped,UPI,5915.59,2026-06-24 22:55:37.653072,2026-06-24 22:55:37.653072
50158,1013,41,2026-06-25,Delivered,UPI,5886.65,2026-06-24 22:55:37.653075,2026-06-24 22:55:37.653075
50159,3339,19,2026-06-25,Delivered,Credit Card,3070.6,2026-06-24 22:55:37.653079,2026-06-24 22:55:37.653079
50160,3465,44,2026-06-25,Shipped,Credit Card,13886.46,2026-06-24 22:55:37.653082,2026-06-24 22:55:37.653082
50161,4539,28,2026-06-25,Delivered,Cash,14481.45,2026-06-24 22:55:37.653086,2026-06-24 22:55:37.653086
50162,4656,25,2026-06-25,Delivered,UPI,14778.7,2026-06-24 22:55:37.653090,2026-06-24 22:55:37.653090
50163,864,27,2026-06-25,Processing,Credit Card,9548.27,2026-06-24 22:55:37.653093,2026-06-24 22:55:37.653093
50164,4733,40,2026-06-25,Shipped,UPI,8379.49,2026-06-24 22:55:37.653097,2026-06-24 22:55:37.653097
50165,1556,50,2026-06-25,Processing,Credit Card,2506.64,2026-06-24 22:55:37.653100,2026-06-24 22:55:37.653100
50166,23,32,2026-06-25,Delivered,UPI,5792.07,2026-06-24 22:55:37.653104,2026-06-24 22:55:37.653104
50167,1947,49,2026-06-25,Delivered,Cash,7134.42,2026-06-24 22:55:37.653108,2026-06-24 22:55:37.653108
50168,3920,43,2026-06-25,Cancelled,Net Banking,14951.14,2026-06-24 22:55:37.653111,2026-06-24 22:55:37.653111
50169,3803,44,2026-06-25,Cancelled,UPI,7236.0,2026-06-24 22:55:37.653114,2026-06-24 22:55:37.653114
50170,2221,17,2026-06-25,Delivered,UPI,10673.07,2026-06-24 22:55:37.653118,2026-06-24 22:55:37.653118
50171,4038,9,2026-06-25,Delivered,UPI,3818.59,2026-06-24 22:55:37.653121,2026-06-24 22:55:37.653121
50172,1358,24,2026-06-25,Cancelled,UPI,3618.94,2026-06-24 22:55:37.653125,2026-06-24 22:55:37.653125
50173,4113,26,2026-06-25,Shipped,UPI,3852.53,2026-06-24 22:55:37.653128,2026-06-24 22:55:37.653128
50174,19,12,2026-06-25,Delivered,Cash,5469.91,2026-06-24 22:55:37.653132,2026-06-24 22:55:37.653132
50175,3086,41,2026-06-25,Delivered,Debit Card,7268.04,2026-06-24 22:55:37.653136,2026-06-24 22:55:37.653136
50176,4983,38,2026-06-25,Delivered,Credit Card,12488.6,2026-06-24 22:55:37.653139,2026-06-24 22:55:37.653139
50177,95,11,2026-06-25,Delivered,Debit Card,13348.84,2026-06-24 22:55:37.653143,2026-06-24 22:55:37.653143
50178,1669,49,2026-06-25,Delivered,UPI,14085.95,2026-06-24 22:55:37.653146,2026-06-24 22:55:37.653146
50179,2248,5,2026-06-25,Delivered,Credit Card,2494.8,2026-06-24 22:55:37.653150,2026-06-24 22:55:37.653150
50180,1627,1,2026-06-25,Delivered,Debit Card,6931.78,2026-06-24 22:55:37.653153,2026-06-24 22:55:37.653153
50181,2151,9,2026-06-25,Delivered,Debit Card,632.41,2026-06-24 22:55:37.653156,2026-06-24 22:55:37.653156
50182,2672,36,2026-06-25,Delivered,Net Banking,9815.88,2026-06-24 22:55:37.653160,2026-06-24 22:55:37.653160
50183,1398,3,2026-06-25,Delivered,UPI,4042.85,2026-06-24 22:55:37.653163,2026-06-24 22:55:37.653163
50184,1806,18,2026-06-25,Delivered,UPI,10445.88,2026-06-24 22:55:37.653167,2026-06-24 22:55:37.653167
50185,858,39,2026-06-25,Delivered,UPI,2743.74,2026-06-24 22:55:37.653170,2026-06-24 22:55:37.653170
50186,1063,38,2026-06-25,Delivered,Debit Card,7830.63,2026-06-24 22:55:37.653174,2026-06-24 22:55:37.653174
50187,3893,41,2026-06-25,Delivered,Debit Card,13323.64,2026-06-24 22:55:37.653177,2026-06-24 22:55:37.653177
50188,4006,8,2026-06-25,Delivered,UPI,2078.0,2026-06-24 22:55:37.653180,2026-06-24 22:55:37.653180
50189,4212,5,2026-06-25,Cancelled,Debit Card,2155.14,2026-06-24 22:55:37.653184,2026-06-24 22:55:37.653184
50190,2197,14,2026-06-25,Shipped,Credit Card,8129.9,2026-06-24 22:55:37.653187,2026-06-24 22:55:37.653187
50191,2468,8,2026-06-25,Shipped,UPI,3957.11,2026-06-24 22:55:37.653191,2026-06-24 22:55:37.653191
50192,2050,34,2026-06-25,Delivered,UPI,13514.97,2026-06-24 22:55:37.653194,2026-06-24 22:55:37.653194
50193,148,23,2026-06-25,Delivered,Cash,3982.3,2026-06-24 22:55:37.653198,2026-06-24 22:55:37.653198
50194,4842,41,2026-06-25,Delivered,UPI,2045.81,2026-06-24 22:55:37.653201,2026-06-24 22:55:37.653201
50195,927,48,2026-06-25,Delivered,Credit Card,14648.54,2026-06-24 22:55:37.653205,2026-06-24 22:55:37.653205
50196,3512,16,2026-06-25,Shipped,UPI,2002.91,2026-06-24 22:55:37.653208,2026-06-24 22:55:37.653208
50197,1300,32,2026-06-25,Delivered,Net Banking,4299.22,2026-06-24 22:55:37.653212,2026-06-24 22:55:37.653212
50198,2652,34,2026-06-25,Cancelled,UPI,7706.53,2026-06-24 22:55:37.653216,2026-06-24 22:55:37.653216
50199,976,33,2026-06-25,Processing,UPI,1835.9,2026-06-24 22:55:37.653219,2026-06-24 22:55:37.653219
50200,4032,13,2026-06-25,Returned,UPI,9446.59,2026-06-24 22:55:37.653223,2026-06-24 22:55:37.653223
50201,2627,33,2026-06-25,Delivered,UPI,14411.97,2026-06-24 22:55:37.653226,2026-06-24 22:55:37.653226
50202,3122,33,2026-06-25,Delivered,UPI,11755.07,2026-06-24 22:55:37.653230,2026-06-24 22:55:37.653230
50203,4705,6,2026-06-25,Shipped,Net Banking,12375.44,2026-06-24 22:55:37.653234,2026-06-24 22:55:37.653234
50204,2553,9,2026-06-25,Delivered,Credit Card,10796.16,2026-06-24 22:55:37.653238,2026-06-24 22:55:37.653238
50205,569,22,2026-06-25,Shipped,UPI,2095.4,2026-06-24 22:55:37.653242,2026-06-24 22:55:37.653242
50206,2153,45,2026-06-25,Cancelled,UPI,4497.06,2026-06-24 22:55:37.653246,2026-06-24 22:55:37.653246
50207,2267,28,2026-06-25,Delivered,UPI,1781.24,2026-06-24 22:55:37.653249,2026-06-24 22:55:37.653249
50208,1548,12,2026-06-25,Shipped,Credit Card,8492.98,2026-06-24 22:55:37.653252,2026-06-24 22:55:37.653252
50209,4137,15,2026-06-25,Shipped,UPI,3265.15,2026-06-24 22:55:37.653256,2026-06-24 22:55:37.653256
50210,1685,11,2026-06-25,Shipped,Debit Card,2697.92,2026-06-24 22:55:37.653259,2026-06-24 22:55:37.653259
50211,4332,6,2026-06-25,Delivered,Debit Card,3894.17,2026-06-24 22:55:37.653263,2026-06-24 22:55:37.653263
50212,3908,45,2026-06-25,Delivered,UPI,2267.57,2026-06-24 22:55:37.653266,2026-06-24 22:55:37.653266
50213,870,18,2026-06-25,Delivered,UPI,3915.67,2026-06-24 22:55:37.653269,2026-06-24 22:55:37.653269
50214,4516,12,2026-06-25,Delivered,Net Banking,11236.89,2026-06-24 22:55:37.653272,2026-06-24 22:55:37.653272
50215,38,49,2026-06-25,Shipped,UPI,13414.36,2026-06-24 22:55:37.653276,2026-06-24 22:55:37.653276
50216,1886,28,2026-06-25,Delivered,Credit Card,5524.82,2026-06-24 22:55:37.653279,2026-06-24 22:55:37.653279
50217,4393,50,2026-06-25,Processing,UPI,3045.65,2026-06-24 22:55:37.653282,2026-06-24 22:55:37.653282
50218,152,17,2026-06-25,Delivered,UPI,7063.73,2026-06-24 22:55:37.653286,2026-06-24 22:55:37.653286
50219,4343,19,2026-06-25,Cancelled,UPI,6460.11,2026-06-24 22:55:37.653289,2026-06-24 22:55:37.653289
50220,2097,26,2026-06-25,Delivered,UPI,10064.07,2026-06-24 22:55:37.653292,2026-06-24 22:55:37.653292
50221,3628,25,2026-06-25,Delivered,Net Banking,7639.49,2026-06-24 22:55:37.653296,2026-06-24 22:55:37.653296
50222,563,33,2026-06-25,Delivered,Cash,7946.55,2026-06-24 22:55:37.653299,2026-06-24 22:55:37.653299
50223,2434,33,2026-06-25,Delivered,Net Banking,11613.6,2026-06-24 22:55:37.653303,2026-06-24 22:55:37.653303
50224,908,19,2026-06-25,Delivered,UPI,7627.1,2026-06-24 22:55:37.653306,2026-06-24 22:55:37.653306
50225,3728,25,2026-06-25,Delivered,Debit Card,8260.19,2026-06-24 22:55:37.653310,2026-06-24 22:55:37.653310
