order_item_id,order_id,product_id,quantity,unit_price,discount,line_total,created_timestamp,updated_timestamp
150191,50022,183,1,3544.15,0.05,3366.94,2026-06-24 22:55:38.045898,2026-06-24 22:55:38.045898
150192,50023,93,3,3017.51,0.25,6789.4,2026-06-24 22:55:38.046231,2026-06-24 22:55:38.046231
150193,50023,377,1,7104.06,0.2,5683.25,2026-06-24 22:55:38.046522,2026-06-24 22:55:38.046522
150194,50023,34,2,71416.65,0.2,114266.64,2026-06-24 22:55:38.046812,2026-06-24 22:55:38.046812
150195,50024,251,1,420.97,0.25,315.73,2026-06-24 22:55:38.047159,2026-06-24 22:55:38.047159
150196,50024,97,2,2881.46,0.1,5186.63,2026-06-24 22:55:38.047469,2026-06-24 22:55:38.047469
150197,50025,111,1,2181.27,0.15,1854.08,2026-06-24 22:55:38.047810,2026-06-24 22:55:38.047810
150198,50025,389,3,13535.75,0.3,28425.07,2026-06-24 22:55:38.048101,2026-06-24 22:55:38.048101
150199,50025,131,1,1785.09,0.2,1428.07,2026-06-24 22:55:38.048395,2026-06-24 22:55:38.048395
150200,50025,387,3,10884.69,0.15,27755.96,2026-06-24 22:55:38.048685,2026-06-24 22:55:38.048685
150201,50025,306,1,2167.5,0.1,1950.75,2026-06-24 22:55:38.048972,2026-06-24 22:55:38.048972
150202,50026,219,1,2205.82,0.25,1654.37,2026-06-24 22:55:38.049314,2026-06-24 22:55:38.049314
150203,50026,490,3,1970.01,0.25,4432.52,2026-06-24 22:55:38.049605,2026-06-24 22:55:38.049605
150204,50026,253,1,4504.63,0.0,4504.63,2026-06-24 22:55:38.049891,2026-06-24 22:55:38.049891
150205,50026,408,3,960.39,0.2,2304.94,2026-06-24 22:55:38.050182,2026-06-24 22:55:38.050182
150206,50027,391,3,14960.0,0.0,44880.0,2026-06-24 22:55:38.050516,2026-06-24 22:55:38.050516
150207,50027,62,3,58763.63,0.1,158661.8,2026-06-24 22:55:38.050808,2026-06-24 22:55:38.050808
150208,50028,77,3,56009.43,0.0,168028.29,2026-06-24 22:55:38.051179,2026-06-24 22:55:38.051179
150209,50028,398,2,9018.48,0.15,15331.42,2026-06-24 22:55:38.051480,2026-06-24 22:55:38.051480
150210,50028,458,1,8620.52,0.0,8620.52,2026-06-24 22:55:38.051790,2026-06-24 22:55:38.051790
150211,50029,273,1,4580.34,0.15,3893.29,2026-06-24 22:55:38.052131,2026-06-24 22:55:38.052131
150212,50029,16,1,56206.89,0.2,44965.51,2026-06-24 22:55:38.052428,2026-06-24 22:55:38.052428
150213,50029,148,3,4175.42,0.1,11273.63,2026-06-24 22:55:38.052730,2026-06-24 22:55:38.052730
150214,50029,186,1,852.74,0.25,639.56,2026-06-24 22:55:38.053032,2026-06-24 22:55:38.053032
150215,50030,135,2,1275.21,0.0,2550.42,2026-06-24 22:55:38.053376,2026-06-24 22:55:38.053376
150216,50030,407,3,2097.45,0.05,5977.73,2026-06-24 22:55:38.053673,2026-06-24 22:55:38.053673
150217,50031,116,1,4957.71,0.0,4957.71,2026-06-24 22:55:38.054007,2026-06-24 22:55:38.054007
150218,50031,492,1,1328.98,0.2,1063.18,2026-06-24 22:55:38.054300,2026-06-24 22:55:38.054300
150219,50031,177,2,3086.18,0.0,6172.36,2026-06-24 22:55:38.054594,2026-06-24 22:55:38.054594
150220,50032,49,2,68074.99,0.0,136149.98,2026-06-24 22:55:38.054929,2026-06-24 22:55:38.054929
150221,50032,238,1,3614.41,0.1,3252.97,2026-06-24 22:55:38.055231,2026-06-24 22:55:38.055231
150222,50032,440,3,12722.55,0.15,32442.5,2026-06-24 22:55:38.055524,2026-06-24 22:55:38.055524
150223,50032,337,1,2496.65,0.3,1747.66,2026-06-24 22:55:38.055817,2026-06-24 22:55:38.055817
150224,50032,162,3,2326.44,0.1,6281.39,2026-06-24 22:55:38.056104,2026-06-24 22:55:38.056104
150225,50033,73,3,18092.78,0.2,43422.67,2026-06-24 22:55:38.056441,2026-06-24 22:55:38.056441
150226,50034,155,2,4512.49,0.25,6768.74,2026-06-24 22:55:38.056781,2026-06-24 22:55:38.056781
150227,50034,140,3,1025.05,0.1,2767.64,2026-06-24 22:55:38.057085,2026-06-24 22:55:38.057085
150228,50035,4,3,24964.79,0.15,63660.21,2026-06-24 22:55:38.057423,2026-06-24 22:55:38.057423
150229,50036,163,3,3369.31,0.3,7075.55,2026-06-24 22:55:38.057753,2026-06-24 22:55:38.057753
150230,50036,336,3,13005.55,0.2,31213.32,2026-06-24 22:55:38.058044,2026-06-24 22:55:38.058044
150231,50036,31,1,7637.19,0.3,5346.03,2026-06-24 22:55:38.058333,2026-06-24 22:55:38.058333
150232,50036,263,3,2165.97,0.05,6173.01,2026-06-24 22:55:38.058622,2026-06-24 22:55:38.058622
150233,50036,174,2,4598.14,0.25,6897.21,2026-06-24 22:55:38.058914,2026-06-24 22:55:38.058914
150234,50037,190,2,3962.31,0.15,6735.93,2026-06-24 22:55:38.059263,2026-06-24 22:55:38.059263
150235,50037,452,3,6850.45,0.1,18496.22,2026-06-24 22:55:38.059559,2026-06-24 22:55:38.059559
150236,50037,90,3,1975.96,0.1,5335.09,2026-06-24 22:55:38.059848,2026-06-24 22:55:38.059848
150237,50038,97,2,2881.46,0.0,5762.92,2026-06-24 22:55:38.060182,2026-06-24 22:55:38.060182
150238,50038,221,3,437.45,0.25,984.26,2026-06-24 22:55:38.060478,2026-06-24 22:55:38.060478
150239,50038,69,3,71619.22,0.1,193371.89,2026-06-24 22:55:38.060770,2026-06-24 22:55:38.060770
150240,50039,165,2,3806.76,0.1,6852.17,2026-06-24 22:55:38.061114,2026-06-24 22:55:38.061114
150241,50039,18,2,6766.99,0.0,13533.98,2026-06-24 22:55:38.061406,2026-06-24 22:55:38.061406
150242,50040,432,3,13469.76,0.25,30306.96,2026-06-24 22:55:38.061741,2026-06-24 22:55:38.061741
150243,50041,145,1,676.4,0.15,574.94,2026-06-24 22:55:38.062095,2026-06-24 22:55:38.062095
150244,50041,397,3,2903.06,0.0,8709.18,2026-06-24 22:55:38.062388,2026-06-24 22:55:38.062388
150245,50041,89,3,3347.12,0.3,7028.95,2026-06-24 22:55:38.062682,2026-06-24 22:55:38.062682
150246,50042,453,2,8844.2,0.1,15919.56,2026-06-24 22:55:38.063028,2026-06-24 22:55:38.063028
150247,50042,45,1,55369.73,0.3,38758.81,2026-06-24 22:55:38.063325,2026-06-24 22:55:38.063325
150248,50042,1,1,66951.81,0.1,60256.63,2026-06-24 22:55:38.063658,2026-06-24 22:55:38.063658
150249,50043,485,3,3556.78,0.05,10136.82,2026-06-24 22:55:38.063996,2026-06-24 22:55:38.063996
150250,50044,439,3,641.63,0.05,1828.65,2026-06-24 22:55:38.064329,2026-06-24 22:55:38.064329
150251,50044,167,2,4137.64,0.25,6206.46,2026-06-24 22:55:38.064621,2026-06-24 22:55:38.064621
150252,50044,498,3,2195.06,0.3,4609.63,2026-06-24 22:55:38.064913,2026-06-24 22:55:38.064913
150253,50044,454,2,1626.27,0.25,2439.4,2026-06-24 22:55:38.065214,2026-06-24 22:55:38.065214
150254,50045,169,2,3548.9,0.25,5323.35,2026-06-24 22:55:38.065543,2026-06-24 22:55:38.065543
150255,50045,341,3,17740.17,0.1,47898.46,2026-06-24 22:55:38.065833,2026-06-24 22:55:38.065833
150256,50045,54,2,61573.03,0.0,123146.06,2026-06-24 22:55:38.066120,2026-06-24 22:55:38.066120
150257,50046,416,1,5362.01,0.0,5362.01,2026-06-24 22:55:38.066495,2026-06-24 22:55:38.066495
150258,50046,33,3,33831.62,0.15,86270.63,2026-06-24 22:55:38.066795,2026-06-24 22:55:38.066795
150259,50046,237,3,2981.55,0.1,8050.18,2026-06-24 22:55:38.067128,2026-06-24 22:55:38.067128
150260,50047,355,2,3556.63,0.05,6757.6,2026-06-24 22:55:38.067464,2026-06-24 22:55:38.067464
150261,50047,259,2,741.6,0.1,1334.88,2026-06-24 22:55:38.067761,2026-06-24 22:55:38.067761
150262,50047,339,3,27431.57,0.15,69950.5,2026-06-24 22:55:38.068054,2026-06-24 22:55:38.068054
150263,50047,408,1,960.39,0.05,912.37,2026-06-24 22:55:38.068356,2026-06-24 22:55:38.068356
150264,50047,147,2,2158.5,0.0,4317.0,2026-06-24 22:55:38.068648,2026-06-24 22:55:38.068648
150265,50048,407,2,2097.45,0.15,3565.66,2026-06-24 22:55:38.068998,2026-06-24 22:55:38.068998
150266,50048,217,1,882.86,0.0,882.86,2026-06-24 22:55:38.069302,2026-06-24 22:55:38.069302
150267,50048,139,1,3173.42,0.0,3173.42,2026-06-24 22:55:38.069593,2026-06-24 22:55:38.069593
150268,50048,118,2,3240.56,0.0,6481.12,2026-06-24 22:55:38.069884,2026-06-24 22:55:38.069884
150269,50048,49,2,68074.99,0.3,95304.99,2026-06-24 22:55:38.070176,2026-06-24 22:55:38.070176
150270,50049,478,1,3133.89,0.3,2193.72,2026-06-24 22:55:38.070522,2026-06-24 22:55:38.070522
150271,50049,24,3,71712.52,0.05,204380.68,2026-06-24 22:55:38.070817,2026-06-24 22:55:38.070817
150272,50049,89,1,3347.12,0.2,2677.7,2026-06-24 22:55:38.071118,2026-06-24 22:55:38.071118
150273,50050,491,1,599.71,0.05,569.72,2026-06-24 22:55:38.071451,2026-06-24 22:55:38.071451
150274,50050,493,2,2238.92,0.2,3582.27,2026-06-24 22:55:38.071742,2026-06-24 22:55:38.071742
150275,50050,386,3,546.73,0.2,1312.15,2026-06-24 22:55:38.072033,2026-06-24 22:55:38.072033
150276,50050,164,2,4888.12,0.1,8798.62,2026-06-24 22:55:38.072322,2026-06-24 22:55:38.072322
150277,50050,406,1,1981.72,0.0,1981.72,2026-06-24 22:55:38.072610,2026-06-24 22:55:38.072610
150278,50051,255,3,3237.44,0.0,9712.32,2026-06-24 22:55:38.072942,2026-06-24 22:55:38.072942
150279,50051,451,2,662.2,0.05,1258.18,2026-06-24 22:55:38.073250,2026-06-24 22:55:38.073250
150280,50051,28,2,55833.07,0.25,83749.6,2026-06-24 22:55:38.073539,2026-06-24 22:55:38.073539
150281,50051,450,1,2047.96,0.2,1638.37,2026-06-24 22:55:38.073831,2026-06-24 22:55:38.073831
150282,50052,394,3,9729.04,0.2,23349.7,2026-06-24 22:55:38.074163,2026-06-24 22:55:38.074163
150283,50052,333,2,25271.98,0.3,35380.77,2026-06-24 22:55:38.074452,2026-06-24 22:55:38.074452
150284,50052,301,1,24139.17,0.3,16897.42,2026-06-24 22:55:38.074747,2026-06-24 22:55:38.074747
150285,50052,382,3,22321.19,0.2,53570.86,2026-06-24 22:55:38.075040,2026-06-24 22:55:38.075040
150286,50052,359,1,27173.14,0.1,24455.83,2026-06-24 22:55:38.075345,2026-06-24 22:55:38.075345
150287,50053,327,1,28849.36,0.0,28849.36,2026-06-24 22:55:38.075685,2026-06-24 22:55:38.075685
150288,50053,426,3,5851.0,0.3,12287.1,2026-06-24 22:55:38.075984,2026-06-24 22:55:38.075984
150289,50053,260,1,3566.08,0.25,2674.56,2026-06-24 22:55:38.076274,2026-06-24 22:55:38.076274
150290,50053,223,2,574.26,0.05,1091.09,2026-06-24 22:55:38.076565,2026-06-24 22:55:38.076565
150291,50054,321,3,4444.42,0.15,11333.27,2026-06-24 22:55:38.076898,2026-06-24 22:55:38.076898
150292,50054,367,3,13736.67,0.25,30907.51,2026-06-24 22:55:38.077246,2026-06-24 22:55:38.077246
150293,50055,258,1,3660.8,0.05,3477.76,2026-06-24 22:55:38.077584,2026-06-24 22:55:38.077584
150294,50055,391,3,14960.0,0.1,40392.0,2026-06-24 22:55:38.077875,2026-06-24 22:55:38.077875
150295,50055,139,3,3173.42,0.0,9520.26,2026-06-24 22:55:38.078186,2026-06-24 22:55:38.078186
150296,50055,149,1,3506.86,0.15,2980.83,2026-06-24 22:55:38.078504,2026-06-24 22:55:38.078504
150297,50056,99,1,2656.32,0.0,2656.32,2026-06-24 22:55:38.078842,2026-06-24 22:55:38.078842
150298,50056,385,2,10788.19,0.25,16182.28,2026-06-24 22:55:38.079143,2026-06-24 22:55:38.079143
150299,50056,90,3,1975.96,0.25,4445.91,2026-06-24 22:55:38.079438,2026-06-24 22:55:38.079438
150300,50056,212,1,600.35,0.25,450.26,2026-06-24 22:55:38.079728,2026-06-24 22:55:38.079728
150301,50057,227,3,4118.3,0.05,11737.16,2026-06-24 22:55:38.080063,2026-06-24 22:55:38.080063
150302,50057,455,1,4803.49,0.05,4563.32,2026-06-24 22:55:38.080357,2026-06-24 22:55:38.080357
150303,50057,119,3,1284.73,0.3,2697.93,2026-06-24 22:55:38.080648,2026-06-24 22:55:38.080648
150304,50057,449,2,11795.91,0.0,23591.82,2026-06-24 22:55:38.080934,2026-06-24 22:55:38.080934
150305,50057,165,1,3806.76,0.3,2664.73,2026-06-24 22:55:38.081236,2026-06-24 22:55:38.081236
150306,50058,258,1,3660.8,0.15,3111.68,2026-06-24 22:55:38.081570,2026-06-24 22:55:38.081570
150307,50058,445,2,12635.71,0.25,18953.56,2026-06-24 22:55:38.081863,2026-06-24 22:55:38.081863
150308,50059,287,3,3479.84,0.1,9395.57,2026-06-24 22:55:38.082196,2026-06-24 22:55:38.082196
150309,50059,209,3,1517.09,0.05,4323.71,2026-06-24 22:55:38.082502,2026-06-24 22:55:38.082502
150310,50059,377,3,7104.06,0.0,21312.18,2026-06-24 22:55:38.082794,2026-06-24 22:55:38.082794
150311,50060,319,1,21202.72,0.2,16962.18,2026-06-24 22:55:38.083135,2026-06-24 22:55:38.083135
150312,50060,308,1,20192.55,0.25,15144.41,2026-06-24 22:55:38.083428,2026-06-24 22:55:38.083428
150313,50060,267,3,3859.25,0.05,10998.86,2026-06-24 22:55:38.083718,2026-06-24 22:55:38.083718
150314,50060,101,1,3758.1,0.2,3006.48,2026-06-24 22:55:38.084007,2026-06-24 22:55:38.084007
150315,50060,418,2,2678.01,0.3,3749.21,2026-06-24 22:55:38.084297,2026-06-24 22:55:38.084297
150316,50061,408,1,960.39,0.05,912.37,2026-06-24 22:55:38.084626,2026-06-24 22:55:38.084626
150317,50061,294,3,4129.61,0.0,12388.83,2026-06-24 22:55:38.084913,2026-06-24 22:55:38.084913
150318,50062,432,1,13469.76,0.25,10102.32,2026-06-24 22:55:38.085253,2026-06-24 22:55:38.085253
150319,50062,485,2,3556.78,0.3,4979.49,2026-06-24 22:55:38.085542,2026-06-24 22:55:38.085542
150320,50062,220,2,1480.52,0.2,2368.83,2026-06-24 22:55:38.085831,2026-06-24 22:55:38.085831
150321,50062,407,3,2097.45,0.05,5977.73,2026-06-24 22:55:38.086144,2026-06-24 22:55:38.086144
150322,50062,227,2,4118.3,0.1,7412.94,2026-06-24 22:55:38.086450,2026-06-24 22:55:38.086450
150323,50063,406,2,1981.72,0.25,2972.58,2026-06-24 22:55:38.086787,2026-06-24 22:55:38.086787
150324,50063,95,2,4511.95,0.15,7670.32,2026-06-24 22:55:38.087118,2026-06-24 22:55:38.087118
150325,50064,343,2,1754.97,0.0,3509.94,2026-06-24 22:55:38.087467,2026-06-24 22:55:38.087467
150326,50064,230,2,3413.51,0.0,6827.02,2026-06-24 22:55:38.087769,2026-06-24 22:55:38.087769
150327,50064,139,2,3173.42,0.3,4442.79,2026-06-24 22:55:38.088063,2026-06-24 22:55:38.088063
150328,50064,172,3,4155.37,0.2,9972.89,2026-06-24 22:55:38.088354,2026-06-24 22:55:38.088354
150329,50064,90,1,1975.96,0.2,1580.77,2026-06-24 22:55:38.088647,2026-06-24 22:55:38.088647
150330,50065,213,1,754.52,0.3,528.16,2026-06-24 22:55:38.088983,2026-06-24 22:55:38.088983
150331,50065,60,3,62997.28,0.1,170092.66,2026-06-24 22:55:38.089288,2026-06-24 22:55:38.089288
150332,50065,433,1,13999.12,0.15,11899.25,2026-06-24 22:55:38.089579,2026-06-24 22:55:38.089579
150333,50065,235,1,3685.32,0.05,3501.05,2026-06-24 22:55:38.089867,2026-06-24 22:55:38.089867
150334,50065,44,1,60438.79,0.3,42307.15,2026-06-24 22:55:38.090158,2026-06-24 22:55:38.090158
150335,50066,294,1,4129.61,0.25,3097.21,2026-06-24 22:55:38.090489,2026-06-24 22:55:38.090489
150336,50066,259,3,741.6,0.15,1891.08,2026-06-24 22:55:38.090777,2026-06-24 22:55:38.090777
150337,50066,463,2,3351.41,0.0,6702.82,2026-06-24 22:55:38.091068,2026-06-24 22:55:38.091068
150338,50066,196,1,3223.38,0.15,2739.87,2026-06-24 22:55:38.091374,2026-06-24 22:55:38.091374
150339,50067,287,3,3479.84,0.05,9917.54,2026-06-24 22:55:38.091711,2026-06-24 22:55:38.091711
150340,50067,404,2,12882.52,0.3,18035.53,2026-06-24 22:55:38.092022,2026-06-24 22:55:38.092022
150341,50067,433,2,13999.12,0.0,27998.24,2026-06-24 22:55:38.092313,2026-06-24 22:55:38.092313
150342,50068,125,2,327.77,0.05,622.76,2026-06-24 22:55:38.092648,2026-06-24 22:55:38.092648
150343,50068,44,2,60438.79,0.1,108789.82,2026-06-24 22:55:38.092944,2026-06-24 22:55:38.092944
150344,50068,297,1,847.75,0.1,762.98,2026-06-24 22:55:38.093251,2026-06-24 22:55:38.093251
150345,50068,194,3,2801.19,0.0,8403.57,2026-06-24 22:55:38.093541,2026-06-24 22:55:38.093541
150346,50068,151,2,1053.53,0.2,1685.65,2026-06-24 22:55:38.093831,2026-06-24 22:55:38.093831
150347,50069,398,1,9018.48,0.3,6312.94,2026-06-24 22:55:38.094169,2026-06-24 22:55:38.094169
150348,50069,471,3,2756.99,0.25,6203.23,2026-06-24 22:55:38.094464,2026-06-24 22:55:38.094464
150349,50069,84,2,39029.46,0.1,70253.03,2026-06-24 22:55:38.094767,2026-06-24 22:55:38.094767
150350,50070,105,2,4464.76,0.15,7590.09,2026-06-24 22:55:38.095102,2026-06-24 22:55:38.095102
150351,50070,349,1,14387.98,0.1,12949.18,2026-06-24 22:55:38.095412,2026-06-24 22:55:38.095412
150352,50071,269,2,4808.5,0.2,7693.6,2026-06-24 22:55:38.095753,2026-06-24 22:55:38.095753
150353,50071,382,2,22321.19,0.1,40178.14,2026-06-24 22:55:38.096045,2026-06-24 22:55:38.096045
150354,50072,59,2,45474.86,0.0,90949.72,2026-06-24 22:55:38.096380,2026-06-24 22:55:38.096380
150355,50072,95,3,4511.95,0.3,9475.09,2026-06-24 22:55:38.096674,2026-06-24 22:55:38.096674
150356,50072,419,3,3973.87,0.0,11921.61,2026-06-24 22:55:38.096970,2026-06-24 22:55:38.096970
150357,50072,210,1,475.98,0.25,356.98,2026-06-24 22:55:38.097288,2026-06-24 22:55:38.097288
150358,50073,182,1,479.84,0.0,479.84,2026-06-24 22:55:38.097669,2026-06-24 22:55:38.097669
150359,50073,320,3,21082.01,0.05,60083.73,2026-06-24 22:55:38.097983,2026-06-24 22:55:38.097983
150360,50074,363,2,13305.79,0.3,18628.11,2026-06-24 22:55:38.098386,2026-06-24 22:55:38.098386
150361,50074,92,3,3097.55,0.0,9292.65,2026-06-24 22:55:38.098694,2026-06-24 22:55:38.098694
150362,50074,417,2,2753.74,0.05,5232.11,2026-06-24 22:55:38.098990,2026-06-24 22:55:38.098990
150363,50075,209,2,1517.09,0.0,3034.18,2026-06-24 22:55:38.099381,2026-06-24 22:55:38.099381
150364,50075,41,3,56811.32,0.15,144868.87,2026-06-24 22:55:38.099684,2026-06-24 22:55:38.099684
150365,50076,314,3,12809.73,0.1,34586.27,2026-06-24 22:55:38.100056,2026-06-24 22:55:38.100056
150366,50076,322,2,25886.41,0.0,51772.82,2026-06-24 22:55:38.100363,2026-06-24 22:55:38.100363
150367,50076,217,1,882.86,0.25,662.14,2026-06-24 22:55:38.100658,2026-06-24 22:55:38.100658
150368,50076,66,2,26766.78,0.0,53533.56,2026-06-24 22:55:38.100949,2026-06-24 22:55:38.100949
150369,50077,461,2,9236.06,0.2,14777.7,2026-06-24 22:55:38.101304,2026-06-24 22:55:38.101304
150370,50078,13,3,32786.07,0.15,83604.48,2026-06-24 22:55:38.101642,2026-06-24 22:55:38.101642
150371,50078,493,2,2238.92,0.15,3806.16,2026-06-24 22:55:38.101938,2026-06-24 22:55:38.101938
150372,50078,1,1,66951.81,0.3,46866.27,2026-06-24 22:55:38.102232,2026-06-24 22:55:38.102232
150373,50078,83,3,54377.46,0.1,146819.14,2026-06-24 22:55:38.102529,2026-06-24 22:55:38.102529
150374,50079,489,2,2625.35,0.3,3675.49,2026-06-24 22:55:38.102869,2026-06-24 22:55:38.102869
